date,crop,zone,price,quantity_sold_kg
2026-01-12,Grapes,Zone A,92.91,60.5
2026-01-12,Grapes,Zone B,89.57,59.6
2026-01-12,Apple,Zone A,158.53,48.2
2026-01-12,Apple,Zone B,163.07,45.6
2026-01-12,Banana,Zone A,41.32,87.0
2026-01-12,Banana,Zone B,42.36,79.4
2026-01-12,Strawberry,Zone A,139.98,47.3
2026-01-12,Strawberry,Zone B,131.35,47.6
2026-01-13,Tomato,Zone A,15.88,72.9
2026-01-13,Tomato,Zone B,15.75,71.8
2026-01-13,Onion,Zone A,38.99,25.2
2026-01-13,Onion,Zone B,37.16,47.0
2026-01-13,Potato,Zone A,18.56,56.9
2026-01-13,Potato,Zone B,19.37,65.4
2026-01-13,Garlic,Zone A,163.32,75.7
2026-01-13,Garlic,Zone B,167.59,98.9
2026-01-13,Ginger,Zone A,88.12,65.8
2026-01-13,Ginger,Zone B,91.09,28.0
2026-01-13,Capsicum,Zone A,33.6,60.2
2026-01-13,Capsicum,Zone B,34.77,47.2
2026-01-13,Cauliflower,Zone A,24.99,54.9
2026-01-13,Cauliflower,Zone B,25.26,87.8
2026-01-13,Chilli,Zone A,49.04,62.9
2026-01-13,Chilli,Zone B,46.93,23.8
2026-01-13,Grapes,Zone A,98.16,38.1
2026-01-13,Grapes,Zone B,100.86,27.4
2026-01-13,Apple,Zone A,150.13,46.9
2026-01-13,Apple,Zone B,149.79,84.1
2026-01-13,Banana,Zone A,43.85,83.7
2026-01-13,Banana,Zone B,45.43,44.1
2026-01-13,Strawberry,Zone A,155.87,63.2
2026-01-13,Strawberry,Zone B,152.95,52.2
2026-01-14,Tomato,Zone A,16.81,81.1
2026-01-14,Tomato,Zone B,16.44,21.5
2026-01-14,Onion,Zone A,39.61,66.1
2026-01-14,Onion,Zone B,37.61,97.0
2026-01-14,Potato,Zone A,21.48,95.0
2026-01-14,Potato,Zone B,21.59,69.2
2026-01-14,Garlic,Zone A,163.43,65.3
2026-01-14,Garlic,Zone B,165.97,61.8
2026-01-14,Ginger,Zone A,86.28,32.0
2026-01-14,Ginger,Zone B,90.09,44.0
2026-01-14,Capsicum,Zone A,32.14,86.4
2026-01-14,Capsicum,Zone B,31.48,36.3
2026-01-14,Cauliflower,Zone A,24.99,71.7
2026-01-14,Cauliflower,Zone B,23.88,68.1
2026-01-14,Chilli,Zone A,43.22,35.4
2026-01-14,Chilli,Zone B,43.69,86.2
2026-01-14,Grapes,Zone A,90.59,54.9
2026-01-14,Grapes,Zone B,91.22,23.0
2026-01-14,Apple,Zone A,140.68,40.7
2026-01-14,Apple,Zone B,148.41,72.7
2026-01-14,Banana,Zone A,44.77,97.1
2026-01-14,Banana,Zone B,43.49,21.6
2026-01-14,Strawberry,Zone A,152.94,68.1
2026-01-14,Strawberry,Zone B,162.86,92.0
2026-01-15,Tomato,Zone A,16.04,72.6
2026-01-15,Tomato,Zone B,15.69,95.5
2026-01-15,Onion,Zone A,37.53,29.0
2026-01-15,Onion,Zone B,39.36,94.6
2026-01-15,Potato,Zone A,21.25,96.0
2026-01-15,Potato,Zone B,21.42,40.1
2026-01-15,Garlic,Zone A,162.67,29.8
2026-01-15,Garlic,Zone B,170.23,46.3
2026-01-15,Ginger,Zone A,89.96,79.9
2026-01-15,Ginger,Zone B,88.84,53.8
2026-01-15,Capsicum,Zone A,30.06,97.6
2026-01-15,Capsicum,Zone B,30.72,40.3
2026-01-15,Cauliflower,Zone A,25.13,50.0
2026-01-15,Cauliflower,Zone B,26.06,45.3
2026-01-15,Chilli,Zone A,45.4,97.1
2026-01-15,Chilli,Zone B,46.1,95.0
2026-01-15,Grapes,Zone A,90.02,85.7
2026-01-15,Grapes,Zone B,85.1,97.3
2026-01-15,Apple,Zone A,155.73,73.0
2026-01-15,Apple,Zone B,156.93,75.3
2026-01-15,Banana,Zone A,45.34,64.2
2026-01-15,Banana,Zone B,45.59,96.7
2026-01-15,Strawberry,Zone A,148.41,29.8
2026-01-15,Strawberry,Zone B,149.05,88.6
2026-01-16,Tomato,Zone A,16.7,51.4
2026-01-16,Tomato,Zone B,16.78,40.4
2026-01-16,Onion,Zone A,35.25,38.8
2026-01-16,Onion,Zone B,33.56,91.2
2026-01-16,Potato,Zone A,22.42,90.4
2026-01-16,Potato,Zone B,22.66,52.5
2026-01-16,Garlic,Zone A,157.01,85.9
2026-01-16,Garlic,Zone B,157.92,57.7
2026-01-16,Ginger,Zone A,91.65,77.4
2026-01-16,Ginger,Zone B,91.91,85.6
2026-01-16,Capsicum,Zone A,35.5,60.5
2026-01-16,Capsicum,Zone B,34.53,68.2
2026-01-16,Cauliflower,Zone A,26.66,56.3
2026-01-16,Cauliflower,Zone B,25.17,24.2
2026-01-16,Chilli,Zone A,47.03,83.3
2026-01-16,Chilli,Zone B,45.19,52.1
2026-01-16,Grapes,Zone A,91.48,26.6
2026-01-16,Grapes,Zone B,90.32,61.3
2026-01-16,Apple,Zone A,161.2,81.1
2026-01-16,Apple,Zone B,161.4,74.9
2026-01-16,Banana,Zone A,45.65,58.3
2026-01-16,Banana,Zone B,47.19,40.9
2026-01-16,Strawberry,Zone A,157.58,84.0
2026-01-16,Strawberry,Zone B,149.86,53.2
2026-01-17,Tomato,Zone A,16.01,95.6
2026-01-17,Tomato,Zone B,16.02,38.0
2026-01-17,Onion,Zone A,41.51,71.8
2026-01-17,Onion,Zone B,40.56,92.5
2026-01-17,Potato,Zone A,21.86,76.1
2026-01-17,Potato,Zone B,21.81,52.1
2026-01-17,Garlic,Zone A,155.81,27.1
2026-01-17,Garlic,Zone B,157.18,95.8
2026-01-17,Ginger,Zone A,88.07,54.8
2026-01-17,Ginger,Zone B,89.46,56.3
2026-01-17,Capsicum,Zone A,33.0,77.1
2026-01-17,Capsicum,Zone B,33.2,89.0
2026-01-17,Cauliflower,Zone A,25.58,59.5
2026-01-17,Cauliflower,Zone B,25.25,88.5
2026-01-17,Chilli,Zone A,48.03,42.6
2026-01-17,Chilli,Zone B,46.86,53.5
2026-01-17,Grapes,Zone A,86.71,43.2
2026-01-17,Grapes,Zone B,87.54,69.4
2026-01-17,Apple,Zone A,154.48,74.7
2026-01-17,Apple,Zone B,155.59,20.8
2026-01-17,Banana,Zone A,42.74,75.4
2026-01-17,Banana,Zone B,44.0,77.1
2026-01-17,Strawberry,Zone A,157.04,40.5
2026-01-17,Strawberry,Zone B,149.14,24.7
2026-01-18,Tomato,Zone A,15.66,92.7
2026-01-18,Tomato,Zone B,16.63,95.1
2026-01-18,Onion,Zone A,40.6,79.9
2026-01-18,Onion,Zone B,38.81,40.3
2026-01-18,Potato,Zone A,20.74,51.6
2026-01-18,Potato,Zone B,20.86,97.4
2026-01-18,Garlic,Zone A,161.99,40.8
2026-01-18,Garlic,Zone B,161.0,94.4
2026-01-18,Ginger,Zone A,90.65,45.4
2026-01-18,Ginger,Zone B,93.63,31.3
2026-01-18,Capsicum,Zone A,29.58,30.2
2026-01-18,Capsicum,Zone B,31.61,86.8
2026-01-18,Cauliflower,Zone A,26.75,42.6
2026-01-18,Cauliflower,Zone B,26.65,69.0
2026-01-18,Chilli,Zone A,46.63,45.0
2026-01-18,Chilli,Zone B,49.03,45.2
2026-01-18,Grapes,Zone A,101.0,32.1
2026-01-18,Grapes,Zone B,101.7,72.6
2026-01-18,Apple,Zone A,148.95,31.9
2026-01-18,Apple,Zone B,151.13,22.9
2026-01-18,Banana,Zone A,44.64,54.9
2026-01-18,Banana,Zone B,45.66,94.2
2026-01-18,Strawberry,Zone A,134.54,76.7
2026-01-18,Strawberry,Zone B,135.94,59.4
2026-01-19,Tomato,Zone A,18.05,29.9
2026-01-19,Tomato,Zone B,16.97,89.5
2026-01-19,Onion,Zone A,34.04,60.7
2026-01-19,Onion,Zone B,34.33,91.3
2026-01-19,Potato,Zone A,21.09,97.7
2026-01-19,Potato,Zone B,20.99,65.7
2026-01-19,Garlic,Zone A,153.29,81.5
2026-01-19,Garlic,Zone B,160.91,91.0
2026-01-19,Ginger,Zone A,86.98,74.5
2026-01-19,Ginger,Zone B,85.01,67.2
2026-01-19,Capsicum,Zone A,36.67,32.3
2026-01-19,Capsicum,Zone B,34.51,86.5
2026-01-19,Cauliflower,Zone A,25.37,96.4
2026-01-19,Cauliflower,Zone B,25.66,20.5
2026-01-19,Chilli,Zone A,49.87,96.1
2026-01-19,Chilli,Zone B,48.56,78.5
2026-01-19,Grapes,Zone A,98.08,65.5
2026-01-19,Grapes,Zone B,92.43,23.9
2026-01-19,Apple,Zone A,150.0,24.4
2026-01-19,Apple,Zone B,146.93,96.2
2026-01-19,Banana,Zone A,44.11,34.2
2026-01-19,Banana,Zone B,46.12,89.2
2026-01-19,Strawberry,Zone A,141.28,33.0
2026-01-19,Strawberry,Zone B,140.48,42.8
2026-01-20,Tomato,Zone A,17.47,29.6
2026-01-20,Tomato,Zone B,17.25,54.6
2026-01-20,Onion,Zone A,38.6,74.8
2026-01-20,Onion,Zone B,38.04,73.2
2026-01-20,Potato,Zone A,21.89,59.2
2026-01-20,Potato,Zone B,22.54,58.1
2026-01-20,Garlic,Zone A,160.02,80.5
2026-01-20,Garlic,Zone B,165.01,69.1
2026-01-20,Ginger,Zone A,88.88,23.2
2026-01-20,Ginger,Zone B,88.28,57.1
2026-01-20,Capsicum,Zone A,31.81,32.4
2026-01-20,Capsicum,Zone B,31.33,70.4
2026-01-20,Cauliflower,Zone A,24.44,55.0
2026-01-20,Cauliflower,Zone B,25.67,58.2
2026-01-20,Chilli,Zone A,41.21,92.2
2026-01-20,Chilli,Zone B,43.64,61.8
2026-01-20,Grapes,Zone A,84.21,26.1
2026-01-20,Grapes,Zone B,84.2,28.6
2026-01-20,Apple,Zone A,144.04,72.9
2026-01-20,Apple,Zone B,149.69,40.3
2026-01-20,Banana,Zone A,42.43,60.3
2026-01-20,Banana,Zone B,42.54,72.9
2026-01-20,Strawberry,Zone A,136.29,51.4
2026-01-20,Strawberry,Zone B,135.19,90.1
2026-01-21,Tomato,Zone A,16.0,56.4
2026-01-21,Tomato,Zone B,16.11,69.9
2026-01-21,Onion,Zone A,36.87,89.7
2026-01-21,Onion,Zone B,34.65,34.8
2026-01-21,Potato,Zone A,21.73,89.7
2026-01-21,Potato,Zone B,20.87,62.8
2026-01-21,Garlic,Zone A,147.43,33.7
2026-01-21,Garlic,Zone B,151.82,75.3
2026-01-21,Ginger,Zone A,96.8,68.2
2026-01-21,Ginger,Zone B,93.22,69.5
2026-01-21,Capsicum,Zone A,35.44,73.9
2026-01-21,Capsicum,Zone B,36.39,51.6
2026-01-21,Cauliflower,Zone A,23.15,21.1
2026-01-21,Cauliflower,Zone B,23.12,21.3
2026-01-21,Chilli,Zone A,50.67,36.7
2026-01-21,Chilli,Zone B,49.84,72.0
2026-01-21,Grapes,Zone A,90.6,83.2
2026-01-21,Grapes,Zone B,87.47,44.1
2026-01-21,Apple,Zone A,149.14,21.7
2026-01-21,Apple,Zone B,145.46,32.2
2026-01-21,Banana,Zone A,47.62,57.7
2026-01-21,Banana,Zone B,47.23,66.8
2026-01-21,Strawberry,Zone A,141.22,86.7
2026-01-21,Strawberry,Zone B,135.39,20.6
2026-01-22,Tomato,Zone A,17.18,98.4
2026-01-22,Tomato,Zone B,17.36,79.0
2026-01-22,Onion,Zone A,37.94,43.3
2026-01-22,Onion,Zone B,37.73,58.9
2026-01-22,Potato,Zone A,21.15,74.3
2026-01-22,Potato,Zone B,21.5,59.0
2026-01-22,Garlic,Zone A,163.8,53.8
2026-01-22,Garlic,Zone B,161.02,25.1
2026-01-22,Ginger,Zone A,92.92,57.9
2026-01-22,Ginger,Zone B,93.5,95.1
2026-01-22,Capsicum,Zone A,32.59,21.7
2026-01-22,Capsicum,Zone B,31.54,35.4
2026-01-22,Cauliflower,Zone A,23.53,37.6
2026-01-22,Cauliflower,Zone B,24.83,47.1
2026-01-22,Chilli,Zone A,47.48,72.6
2026-01-22,Chilli,Zone B,44.85,43.5
2026-01-22,Grapes,Zone A,97.7,86.6
2026-01-22,Grapes,Zone B,95.54,78.8
2026-01-22,Apple,Zone A,158.14,87.6
2026-01-22,Apple,Zone B,155.94,42.6
2026-01-22,Banana,Zone A,46.74,30.3
2026-01-22,Banana,Zone B,45.01,68.5
2026-01-22,Strawberry,Zone A,136.8,99.5
2026-01-22,Strawberry,Zone B,135.56,36.8
2026-01-23,Tomato,Zone A,14.56,90.5
2026-01-23,Tomato,Zone B,14.97,32.7
2026-01-23,Onion,Zone A,40.58,22.6
2026-01-23,Onion,Zone B,37.97,54.4
2026-01-23,Potato,Zone A,20.43,37.9
2026-01-23,Potato,Zone B,20.66,47.2
2026-01-23,Garlic,Zone A,151.97,90.2
2026-01-23,Garlic,Zone B,154.75,32.1
2026-01-23,Ginger,Zone A,91.82,73.6
2026-01-23,Ginger,Zone B,93.23,94.1
2026-01-23,Capsicum,Zone A,32.52,87.3
2026-01-23,Capsicum,Zone B,31.61,28.5
2026-01-23,Cauliflower,Zone A,25.82,95.8
2026-01-23,Cauliflower,Zone B,25.9,23.4
2026-01-23,Chilli,Zone A,42.56,89.7
2026-01-23,Chilli,Zone B,43.5,32.6
2026-01-23,Grapes,Zone A,86.91,60.5
2026-01-23,Grapes,Zone B,88.94,27.9
2026-01-23,Apple,Zone A,150.19,31.0
2026-01-23,Apple,Zone B,156.45,55.1
2026-01-23,Banana,Zone A,45.58,39.6
2026-01-23,Banana,Zone B,45.72,47.3
2026-01-23,Strawberry,Zone A,143.7,49.8
2026-01-23,Strawberry,Zone B,151.67,48.9
2026-01-24,Tomato,Zone A,16.52,80.3
2026-01-24,Tomato,Zone B,16.89,38.3
2026-01-24,Onion,Zone A,38.89,52.7
2026-01-24,Onion,Zone B,39.03,88.2
2026-01-24,Potato,Zone A,21.49,22.4
2026-01-24,Potato,Zone B,21.11,20.8
2026-01-24,Garlic,Zone A,170.75,26.8
2026-01-24,Garlic,Zone B,162.46,98.6
2026-01-24,Ginger,Zone A,83.93,80.7
2026-01-24,Ginger,Zone B,88.09,71.3
2026-01-24,Capsicum,Zone A,34.16,70.5
2026-01-24,Capsicum,Zone B,36.02,72.8
2026-01-24,Cauliflower,Zone A,24.43,52.2
2026-01-24,Cauliflower,Zone B,25.2,64.3
2026-01-24,Chilli,Zone A,44.61,92.7
2026-01-24,Chilli,Zone B,42.04,42.4
2026-01-24,Grapes,Zone A,94.28,76.0
2026-01-24,Grapes,Zone B,90.82,36.4
2026-01-24,Apple,Zone A,154.14,72.2
2026-01-24,Apple,Zone B,153.05,91.0
2026-01-24,Banana,Zone A,45.91,35.8
2026-01-24,Banana,Zone B,45.53,23.0
2026-01-24,Strawberry,Zone A,146.63,79.2
2026-01-24,Strawberry,Zone B,139.72,99.4
2026-01-25,Tomato,Zone A,15.34,64.1
2026-01-25,Tomato,Zone B,15.88,80.6
2026-01-25,Onion,Zone A,33.51,83.7
2026-01-25,Onion,Zone B,35.09,39.3
2026-01-25,Potato,Zone A,22.05,99.0
2026-01-25,Potato,Zone B,20.98,24.8
2026-01-25,Garlic,Zone A,159.57,48.4
2026-01-25,Garlic,Zone B,152.25,72.1
2026-01-25,Ginger,Zone A,85.22,78.9
2026-01-25,Ginger,Zone B,86.3,98.6
2026-01-25,Capsicum,Zone A,36.19,65.2
2026-01-25,Capsicum,Zone B,35.93,70.2
2026-01-25,Cauliflower,Zone A,25.09,48.0
2026-01-25,Cauliflower,Zone B,24.47,82.8
2026-01-25,Chilli,Zone A,47.8,77.1
2026-01-25,Chilli,Zone B,47.22,39.8
2026-01-25,Grapes,Zone A,88.49,85.8
2026-01-25,Grapes,Zone B,86.93,27.8
2026-01-25,Apple,Zone A,157.2,26.6
2026-01-25,Apple,Zone B,147.81,91.1
2026-01-25,Banana,Zone A,44.7,49.5
2026-01-25,Banana,Zone B,44.99,67.1
2026-01-25,Strawberry,Zone A,147.76,41.1
2026-01-25,Strawberry,Zone B,149.0,53.9
2026-01-26,Tomato,Zone A,16.88,59.2
2026-01-26,Tomato,Zone B,16.94,85.9
2026-01-26,Onion,Zone A,33.69,76.9
2026-01-26,Onion,Zone B,33.69,76.4
2026-01-26,Potato,Zone A,21.32,37.0
2026-01-26,Potato,Zone B,21.94,79.7
2026-01-26,Garlic,Zone A,165.36,96.1
2026-01-26,Garlic,Zone B,168.46,52.7
2026-01-26,Ginger,Zone A,87.08,23.2
2026-01-26,Ginger,Zone B,84.19,49.7
2026-01-26,Capsicum,Zone A,35.38,58.9
2026-01-26,Capsicum,Zone B,36.78,31.4
2026-01-26,Cauliflower,Zone A,24.25,91.5
2026-01-26,Cauliflower,Zone B,25.94,37.2
2026-01-26,Chilli,Zone A,47.96,29.8
2026-01-26,Chilli,Zone B,47.43,89.6
2026-01-26,Grapes,Zone A,89.91,65.3
2026-01-26,Grapes,Zone B,92.25,82.5
2026-01-26,Apple,Zone A,152.26,68.5
2026-01-26,Apple,Zone B,152.76,60.4
2026-01-26,Banana,Zone A,44.64,55.9
2026-01-26,Banana,Zone B,46.14,46.0
2026-01-26,Strawberry,Zone A,158.66,52.8
2026-01-26,Strawberry,Zone B,153.25,51.6
2026-01-27,Tomato,Zone A,17.23,91.2
2026-01-27,Tomato,Zone B,16.94,71.7
2026-01-27,Onion,Zone A,40.25,65.8
2026-01-27,Onion,Zone B,40.53,76.6
2026-01-27,Potato,Zone A,20.23,64.7
2026-01-27,Potato,Zone B,20.34,69.5
2026-01-27,Garlic,Zone A,155.46,65.6
2026-01-27,Garlic,Zone B,157.22,58.1
2026-01-27,Ginger,Zone A,90.73,94.9
2026-01-27,Ginger,Zone B,91.17,21.5
2026-01-27,Capsicum,Zone A,34.01,76.4
2026-01-27,Capsicum,Zone B,35.8,55.5
2026-01-27,Cauliflower,Zone A,26.35,52.1
2026-01-27,Cauliflower,Zone B,25.18,89.0
2026-01-27,Chilli,Zone A,41.23,53.2
2026-01-27,Chilli,Zone B,42.63,45.4
2026-01-27,Grapes,Zone A,84.07,27.9
2026-01-27,Grapes,Zone B,84.44,31.5
2026-01-27,Apple,Zone A,141.53,44.5
2026-01-27,Apple,Zone B,145.25,33.5
2026-01-27,Banana,Zone A,44.88,22.2
2026-01-27,Banana,Zone B,43.91,51.2
2026-01-27,Strawberry,Zone A,142.64,45.9
2026-01-27,Strawberry,Zone B,142.21,86.2
2026-01-28,Tomato,Zone A,15.0,80.2
2026-01-28,Tomato,Zone B,15.47,59.4
2026-01-28,Onion,Zone A,38.47,29.2
2026-01-28,Onion,Zone B,37.46,57.2
2026-01-28,Potato,Zone A,20.25,52.6
2026-01-28,Potato,Zone B,19.84,90.9
2026-01-28,Garlic,Zone A,162.1,74.0
2026-01-28,Garlic,Zone B,153.13,64.4
2026-01-28,Ginger,Zone A,91.12,52.5
2026-01-28,Ginger,Zone B,89.49,70.9
2026-01-28,Capsicum,Zone A,32.39,49.9
2026-01-28,Capsicum,Zone B,32.43,82.6
2026-01-28,Cauliflower,Zone A,24.77,92.9
2026-01-28,Cauliflower,Zone B,24.82,20.1
2026-01-28,Chilli,Zone A,46.27,43.1
2026-01-28,Chilli,Zone B,46.79,20.0
2026-01-28,Grapes,Zone A,97.76,67.8
2026-01-28,Grapes,Zone B,100.56,50.4
2026-01-28,Apple,Zone A,149.33,66.8
2026-01-28,Apple,Zone B,147.89,23.6
2026-01-28,Banana,Zone A,46.31,44.1
2026-01-28,Banana,Zone B,45.69,29.8
2026-01-28,Strawberry,Zone A,139.4,42.4
2026-01-28,Strawberry,Zone B,138.02,68.8
2026-01-29,Tomato,Zone A,17.61,74.6
2026-01-29,Tomato,Zone B,17.65,40.9
2026-01-29,Onion,Zone A,38.68,39.7
2026-01-29,Onion,Zone B,40.33,47.3
2026-01-29,Potato,Zone A,20.64,21.3
2026-01-29,Potato,Zone B,20.79,71.7
2026-01-29,Garlic,Zone A,151.75,92.1
2026-01-29,Garlic,Zone B,154.13,53.1
2026-01-29,Ginger,Zone A,95.08,81.0
2026-01-29,Ginger,Zone B,93.84,83.0
2026-01-29,Capsicum,Zone A,32.75,22.5
2026-01-29,Capsicum,Zone B,34.8,73.7
2026-01-29,Cauliflower,Zone A,25.22,85.0
2026-01-29,Cauliflower,Zone B,26.19,48.6
2026-01-29,Chilli,Zone A,43.63,75.8
2026-01-29,Chilli,Zone B,41.03,57.0
2026-01-29,Grapes,Zone A,97.51,37.7
2026-01-29,Grapes,Zone B,94.19,42.5
2026-01-29,Apple,Zone A,154.54,27.2
2026-01-29,Apple,Zone B,157.74,44.3
2026-01-29,Banana,Zone A,45.0,59.5
2026-01-29,Banana,Zone B,45.48,42.5
2026-01-29,Strawberry,Zone A,162.06,36.7
2026-01-29,Strawberry,Zone B,155.55,85.7
2026-01-30,Tomato,Zone A,16.67,65.5
2026-01-30,Tomato,Zone B,16.18,64.1
2026-01-30,Onion,Zone A,38.4,74.6
2026-01-30,Onion,Zone B,38.4,25.2
2026-01-30,Potato,Zone A,18.56,40.8
2026-01-30,Potato,Zone B,19.34,38.2
2026-01-30,Garlic,Zone A,163.99,35.3
2026-01-30,Garlic,Zone B,162.65,99.4
2026-01-30,Ginger,Zone A,91.98,40.2
2026-01-30,Ginger,Zone B,92.18,56.3
2026-01-30,Capsicum,Zone A,36.03,95.4
2026-01-30,Capsicum,Zone B,34.35,95.1
2026-01-30,Cauliflower,Zone A,25.41,41.9
2026-01-30,Cauliflower,Zone B,24.8,57.3
2026-01-30,Chilli,Zone A,45.15,90.7
2026-01-30,Chilli,Zone B,43.26,42.2
2026-01-30,Grapes,Zone A,89.07,20.4
2026-01-30,Grapes,Zone B,87.25,26.5
2026-01-30,Apple,Zone A,145.34,79.0
2026-01-30,Apple,Zone B,156.86,53.9
2026-01-30,Banana,Zone A,42.22,33.2
2026-01-30,Banana,Zone B,42.43,70.1
2026-01-30,Strawberry,Zone A,137.39,84.6
2026-01-30,Strawberry,Zone B,138.63,70.1
2026-01-31,Tomato,Zone A,15.68,28.6
2026-01-31,Tomato,Zone B,15.67,47.3
2026-01-31,Onion,Zone A,33.66,83.5
2026-01-31,Onion,Zone B,35.33,82.1
2026-01-31,Potato,Zone A,21.52,70.0
2026-01-31,Potato,Zone B,21.21,26.8
2026-01-31,Garlic,Zone A,147.26,45.1
2026-01-31,Garlic,Zone B,157.23,25.2
2026-01-31,Ginger,Zone A,89.55,55.4
2026-01-31,Ginger,Zone B,85.27,70.1
2026-01-31,Capsicum,Zone A,30.83,64.7
2026-01-31,Capsicum,Zone B,29.9,50.5
2026-01-31,Cauliflower,Zone A,23.39,38.6
2026-01-31,Cauliflower,Zone B,23.11,72.8
2026-01-31,Chilli,Zone A,40.95,83.6
2026-01-31,Chilli,Zone B,42.59,69.5
2026-01-31,Grapes,Zone A,91.19,82.6
2026-01-31,Grapes,Zone B,87.78,46.3
2026-01-31,Apple,Zone A,140.77,67.6
2026-01-31,Apple,Zone B,140.36,83.2
2026-01-31,Banana,Zone A,43.88,71.0
2026-01-31,Banana,Zone B,42.77,53.7
2026-01-31,Strawberry,Zone A,153.88,39.5
2026-01-31,Strawberry,Zone B,158.24,24.8
2026-02-01,Tomato,Zone A,15.85,96.8
2026-02-01,Tomato,Zone B,16.26,44.9
2026-02-01,Onion,Zone A,47.76,31.8
2026-02-01,Onion,Zone B,46.02,47.4
2026-02-01,Potato,Zone A,19.34,66.9
2026-02-01,Potato,Zone B,20.42,24.6
2026-02-01,Garlic,Zone A,135.71,88.7
2026-02-01,Garlic,Zone B,131.35,35.6
2026-02-01,Ginger,Zone A,90.16,82.8
2026-02-01,Ginger,Zone B,86.2,73.4
2026-02-01,Capsicum,Zone A,35.49,68.0
2026-02-01,Capsicum,Zone B,33.71,66.3
2026-02-01,Cauliflower,Zone A,31.68,53.5
2026-02-01,Cauliflower,Zone B,30.54,56.3
2026-02-01,Chilli,Zone A,54.52,37.6
2026-02-01,Chilli,Zone B,54.34,37.8
2026-02-01,Grapes,Zone A,87.16,39.1
2026-02-01,Grapes,Zone B,87.92,96.2
2026-02-01,Apple,Zone A,150.31,36.4
2026-02-01,Apple,Zone B,143.75,99.2
2026-02-01,Banana,Zone A,42.87,22.4
2026-02-01,Banana,Zone B,43.02,43.2
2026-02-01,Strawberry,Zone A,141.21,81.2
2026-02-01,Strawberry,Zone B,135.13,22.4
2026-02-02,Tomato,Zone A,15.19,90.8
2026-02-02,Tomato,Zone B,15.87,47.2
2026-02-02,Onion,Zone A,44.08,21.7
2026-02-02,Onion,Zone B,46.49,92.9
2026-02-02,Potato,Zone A,19.1,50.3
2026-02-02,Potato,Zone B,19.26,28.9
2026-02-02,Garlic,Zone A,140.25,39.2
2026-02-02,Garlic,Zone B,145.99,72.9
2026-02-02,Ginger,Zone A,97.56,99.8
2026-02-02,Ginger,Zone B,96.84,90.3
2026-02-02,Capsicum,Zone A,29.53,93.9
2026-02-02,Capsicum,Zone B,31.11,35.3
2026-02-02,Cauliflower,Zone A,29.34,68.0
2026-02-02,Cauliflower,Zone B,30.77,39.6
2026-02-02,Chilli,Zone A,52.99,35.1
2026-02-02,Chilli,Zone B,52.65,83.2
2026-02-02,Grapes,Zone A,84.77,83.6
2026-02-02,Grapes,Zone B,90.53,88.1
2026-02-02,Apple,Zone A,161.87,36.7
2026-02-02,Apple,Zone B,151.77,57.7
2026-02-02,Banana,Zone A,44.14,60.7
2026-02-02,Banana,Zone B,46.66,71.6
2026-02-02,Strawberry,Zone A,148.73,57.1
2026-02-02,Strawberry,Zone B,146.63,49.9
2026-02-03,Tomato,Zone A,17.38,59.6
2026-02-03,Tomato,Zone B,16.77,52.1
2026-02-03,Onion,Zone A,47.21,22.9
2026-02-03,Onion,Zone B,45.84,36.2
2026-02-03,Potato,Zone A,21.8,44.5
2026-02-03,Potato,Zone B,22.67,65.7
2026-02-03,Garlic,Zone A,141.02,64.0
2026-02-03,Garlic,Zone B,138.28,26.7
2026-02-03,Ginger,Zone A,88.44,66.7
2026-02-03,Ginger,Zone B,89.25,69.7
2026-02-03,Capsicum,Zone A,32.47,52.7
2026-02-03,Capsicum,Zone B,33.35,45.4
2026-02-03,Cauliflower,Zone A,28.89,38.7
2026-02-03,Cauliflower,Zone B,29.99,48.7
2026-02-03,Chilli,Zone A,54.15,61.0
2026-02-03,Chilli,Zone B,53.31,82.9
2026-02-03,Grapes,Zone A,94.65,25.7
2026-02-03,Grapes,Zone B,94.18,36.0
2026-02-03,Apple,Zone A,143.46,44.2
2026-02-03,Apple,Zone B,149.12,74.7
2026-02-03,Banana,Zone A,44.71,99.8
2026-02-03,Banana,Zone B,45.74,80.2
2026-02-03,Strawberry,Zone A,160.09,20.7
2026-02-03,Strawberry,Zone B,152.49,85.8
2026-02-04,Tomato,Zone A,17.22,52.5
2026-02-04,Tomato,Zone B,17.46,72.4
2026-02-04,Onion,Zone A,44.92,80.9
2026-02-04,Onion,Zone B,43.61,51.8
2026-02-04,Potato,Zone A,19.99,58.0
2026-02-04,Potato,Zone B,19.63,82.9
2026-02-04,Garlic,Zone A,140.64,56.9
2026-02-04,Garlic,Zone B,141.41,45.0
2026-02-04,Ginger,Zone A,89.07,75.8
2026-02-04,Ginger,Zone B,85.16,56.0
2026-02-04,Capsicum,Zone A,33.02,66.2
2026-02-04,Capsicum,Zone B,32.36,95.5
2026-02-04,Cauliflower,Zone A,29.24,86.7
2026-02-04,Cauliflower,Zone B,28.16,53.5
2026-02-04,Chilli,Zone A,55.59,82.3
2026-02-04,Chilli,Zone B,56.19,46.1
2026-02-04,Grapes,Zone A,84.78,93.8
2026-02-04,Grapes,Zone B,80.59,96.2
2026-02-04,Apple,Zone A,148.99,68.2
2026-02-04,Apple,Zone B,148.73,89.4
2026-02-04,Banana,Zone A,46.04,51.3
2026-02-04,Banana,Zone B,47.29,35.1
2026-02-04,Strawberry,Zone A,138.7,56.1
